Unnamed: 0,Province,City,Location,Date,Weight,Address,coordinate,latitude,longitude
213,湖北省,武汉市,庐江县百货大楼,2020-01-23,0.482,武汉市庐江县百货大楼,"114.305392,30.593098",30.593098,114.305392
214,湖北省,武汉市,庐江县百货大楼,2020-01-24,0.108,武汉市庐江县百货大楼,"114.305392,30.593098",30.593098,114.305392
215,湖北省,武汉市,庐江县百货大楼,2020-01-25,0.009000000000000001,武汉市庐江县百货大楼,"114.305392,30.593098",30.593098,114.305392
216,湖北省,武汉市,武汉站,2020-01-22,0.8,武汉市武汉站,"114.425521,30.607088",30.607088,114.425521
217,湖北省,武汉市,武汉站,2020-01-23,0.482,武汉市武汉站,"114.425521,30.607088",30.607088,114.425521
218,湖北省,武汉市,武汉站,2020-01-24,0.108,武汉市武汉站,"114.425521,30.607088",30.607088,114.425521
219,湖北省,武汉市,武汉站,2020-01-25,0.009000000000000001,武汉市武汉站,"114.425521,30.607088",30.607088,114.425521
220,湖北省,武汉市,百货大楼站,2020-01-22,1.6,武汉市百货大楼站,"114.305392,30.593098",30.593098,114.305392
221,湖北省,武汉市,百货大楼站,2020-01-23,0.964,武汉市百货大楼站,"114.305392,30.593098",30.593098,114.305392
222,湖北省,武汉市,百货大楼站,2020-01-24,0.21600000000000005,武汉市百货大楼站,"114.305392,30.593098",30.593098,114.305392
223,湖北省,武汉市,百货大楼站,2020-01-25,0.018000000000000002,武汉市百货大楼站,"114.305392,30.593098",30.593098,114.305392
224,湖北省,武汉市,黄院站,2020-01-22,0.8,武汉市黄院站,"114.305392,30.593098",30.593098,114.305392
225,湖北省,武汉市,黄院站,2020-01-23,0.482,武汉市黄院站,"114.305392,30.593098",30.593098,114.305392
226,湖北省,武汉市,黄院站,2020-01-24,0.108,武汉市黄院站,"114.305392,30.593098",30.593098,114.305392
227,湖北省,武汉市,黄院站,2020-01-25,0.009000000000000001,武汉市黄院站,"114.305392,30.593098",30.593098,114.305392
